Gene names,Systematic Name,Full Name,Uniprot ID,Zn Protein?,Zap1 Protein?,Unique sequence coverage [%],Log 2 LFQ intensity WT 0 hr 1,Log 2 LFQ intensity WT 0 hr 2,Log 2 LFQ intensity WT 0 hr 3,Log 2 LFQ intensity WT 0 hr 4,WT 0 CV (%),Log 2 LFQ intensity WT 4 hr 1,Log 2 LFQ intensity WT 4 hr 2,Log 2 LFQ intensity WT 4 hr 3,Log 2 LFQ intensity WT 4 hr 4,CV WT 4 (%),Log 2 LFQ intensity WT 8 hr 1,Log 2 LFQ intensity WT 8 hr 2,Log 2 LFQ intensity WT 8 hr 3,Log 2 LFQ intensity WT 8 hr 4,CV WT 8 (%),Log 2 LFQ intensity WT 12 hr 1,Log 2 LFQ intensity WT 12 hr 2,Log 2 LFQ intensity WT 12 hr 3,Log 2 LFQ intensity WT 12 hr 4,CV WT 12 (%),Log 2 LFQ intensity WT 16 hr 1,Log 2 LFQ intensity WT 16 hr 3,Log 2 LFQ intensity WT 16 hr 4,CV WT 16 (%),Fold Change 4 hrs,p-value 4 hrs,Fold Change 8 hrs,p-value 8 hrs,Fold Change 12 hrs,p-value 12 hrs,Fold Change 16 hrs,p-value 16 hrs,Copy number WT 0 hr 1,Copy number WT 0 hr 2,Copy number WT 0 hr 3,Concentration [nM] WT 0 hr 4,Copy number WT 4 hr 1,Copy number WT 4 hr 2,Copy number WT 4 hr 3,Copy number WT 4 hr 4,Copy number WT 8 hr 1,Copy number WT 8 hr 2,Copy number WT 8 hr 3,Copy number WT 8 hr 4,Copy number WT 12 hr 1,Copy number WT 12 hr 2,Copy number WT 12 hr 3,Copy number WT 12 hr 4,Copy number WT 16 hr 1,Copy number WT 16 hr 3,Copy number WT 16 hr 4,Average Copy Number 0 hr,Average Copy Number 4 hr,Average Copy Number 8 hr,Average Copy Number 12 hr,Average Copy Number 16 hr,,
VPH1,YOR270C,"V-type proton ATPase subunit a, vacuolar isoform",P32563,No,No,35.8,30.80239562,30.66033942,30.56456377,30.6853703,6.815685863,30.26080431,30.67976142,30.70511992,30.71145204,14.04686773,31.00971938,30.58799343,31.08036289,30.87298304,14.39564109,30.90670003,30.79110336,30.89720858,30.97055613,5.099662544,30.89944325,30.96113188,31.03039023,4.545571655,-0.088882854,0.487250433,0.209597409,0.129419551,0.213224745,0.01329804,0.285487845,0.007511893,8764,7942,7432,547,6021,8050,8193,8229,10119,7554,10626,9204,9421,8696,9360,9848,9374,9784,10265,6172,7623,9376,9331,9807,,
VNX1,YNL321W,Low affinity vacuolar monovalent cation/H(+) antiporter,P42839,No,No,11.3,26.18978596,24.48885611,26.64003173,25.79511062,51.68946704,26.78469095,26.81958115,26.41580339,26.4294683,15.14864317,26.68899192,26.74342488,26.6650585,27.00581709,11.37205433,27.23306476,26.62002871,26.64951911,26.44553298,25.82939095,26.3754404,26.54669055,26.92569568,20.06389,0.833939842,0.130372543,0.997376991,0.077964186,0.958590285,0.100321064,0.837496105,0.198170105,334,103,456,17,504,517,391,394,472,490,464,588,688,450,459,399,380,428,556,227,451,503,499,454,,
VMA9,YCL005W-A,V-type proton ATPase subunit e,Q3E7B6,No,No,13.7,28.2333391,27.632147,28.63713184,28.36131005,27.04057632,28.61894425,28.48123774,28.65427366,28.52275428,5.595507607,28.73963178,29.08004515,28.68254347,28.59420134,15.53141136,28.79946503,28.70150556,28.70648738,28.66105336,4.108876144,29.15375971,28.68605527,28.7541394,18.2319125,0.353320482,0.152821039,0.558123438,0.056830695,0.501145834,0.057765555,0.648669458,0.067652727,16834,11097,22271,1246,21992,19990,22537,20573,23911,30274,22983,21618,24923,23287,23368,22643,31861,23039,24152,12862,21273,24696,23555,26351,,
VMA8,YEL051W,V-type proton ATPase subunit D,P32610,No,No,53.9,30.29909253,30.24864195,30.56219974,30.21164334,11.49792679,30.34413842,30.02088663,30.24717103,30.24002137,9.186481158,30.53083056,30.57632616,30.5388064,30.63806459,3.422946307,30.45797,30.58064507,30.46236503,30.53963854,4.182807978,30.50265753,30.48864929,30.44923796,1.912127521,-0.117340028,0.305174314,0.24061254,0.027376355,0.179760271,0.078372081,0.149787205,0.174939812,20232,19537,24280,1290,20874,16684,19517,19420,23758,24519,23889,25591,22587,24592,22656,23903,23298,23073,22451,16335,19124,24439,23435,22941,,
VMA7,YGR020C,V-type proton ATPase subunit F,P39111,No,No,60.2,26.99884158,26.26704825,26.54608702,,26.1106004,25.99668846,,,26.18391232,9.16352867,,,,,,,25.71615107,,,,26.85744934,27.05662035,27.04936749,7.645842831,-0.513691896,0.168173048,,,-0.887841212,,0.38382011,0.160295497,4454,2682,3255,,2224,,,2532,,,,,,1831,,,4038,4636,4613,3464,2378,,1831,4429,,
VMA6,YLR447C,V-type proton ATPase subunit d,P32366,No,No,45.8,28.57065599,28.38615576,27.82341302,28.37193945,20.44481745,27.95681889,28.98771853,28.97235144,28.67404644,29.05344606,28.74011451,27.99701163,28.04051114,28.60286194,26.19193411,28.52208077,28.83481778,28.55954012,28.92654421,13.90064037,29.15168083,29.19863613,28.91803639,10.12181962,0.359692768,0.261631539,0.057083751,0.82683674,0.422704665,0.067665444,0.80141006,0.011141406,4480,3942,2669,264,2927,5981,5918,4813,5038,3010,3102,4581,4331,5380,4445,5733,6701,6923,5699,2839,4910,3933,4972,6441,,
VMA5,YKL080W,V-type proton ATPase subunit C,P31412,No,No,61.7,31.05620688,30.87011902,31.29668804,31.14187463,12.22412144,31.08182359,31.49852639,31.34466755,31.20087061,12.55944996,31.40375169,31.2007537,31.41114676,31.12065183,10.04746581,31.2730318,31.23968003,31.26539478,31.44667702,6.764545406,31.19999361,31.32726335,31.28029672,4.434827455,0.190249893,0.183613559,0.192853853,0.144887772,0.214973765,0.076822994,0.177962419,0.165722752,22591,19858,26689,1624,22996,30697,27592,24974,28745,24972,28893,23623,26255,25655,26117,29613,24959,27261,26388,17690,26565,26558,26910,26203,,
VMA4,YOR332W,V-type proton ATPase subunit E,P22203,No,No,78.5,32.85257265,32.93001797,33.05057451,32.9413797,5.692990217,32.72657325,32.70691135,32.74923179,32.78857759,2.440631302,32.76964974,32.69782829,32.81402057,32.83198258,4.097085049,32.7938766,32.77788166,32.82879008,32.93267764,4.90775697,32.70363566,32.69403366,32.67286701,1.089105196,-0.200812706,0.003985654,-0.16526591,0.017006573,-0.11032971,0.085123082,-0.253457428,0.003485808,130990,138214,150260,9434,120035,118410,121935,125307,123673,117667,127536,129134,125768,124381,128848,138469,118142,117358,115649,107224,121422,124503,129367,117050,,
VMA3,YEL027W,V-type proton ATPase subunit c,P25515,No,No,11.2,,,,,,,,,,,,,,,,,,,,,26.10771179,27.18366627,26.75378884,35.57184595,,,,,,,,,,,,,,,,,,,,,,,,,1977,4169,3094,,,,,3080,,
VMA22,YHR060W,Vacuolar ATPase assembly protein VMA22,P38784-2,No,No,33,,,26.08766176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,,,,,,,,,,,,,,,,,1557,,,,,,
VMA2,YBR127C,V-type proton ATPase subunit B,P16140,No,No,84.9,34.10094557,34.26094448,34.39125633,34.07271777,10.43092539,34.17101793,34.18563758,34.24820366,34.17630403,2.508809423,34.0825058,34.04286728,34.03182025,34.00930226,2.131499059,34.01263585,33.96344204,34.12640236,33.99108203,5.05382634,33.92592201,33.90866958,33.94715785,1.337168971,-0.011175235,0.888447591,-0.164842138,0.072597177,-0.183075464,0.068063555,-0.279216225,0.025069296,142647,159377,174443,9473,149746,151271,157976,150296,140835,137018,135973,133867,134177,129679,145186,132187,126350,124848,128223,121485,152322,136923,135307,126474,,
VMA13,YPR036W,V-type proton ATPase subunit H,P41807,No,No,59.2,30.66441435,30.84871684,30.3426558,30.73731244,14.3231003,30.71432112,31.2351781,30.97439072,31.01876618,14.64193794,31.01989306,30.7169393,31.02386323,30.93459449,9.582365426,31.08042643,31.16955525,31.10512079,31.35210782,8.772079807,31.3315407,31.61946909,31.52920216,10.01484384,0.337389173,0.068841192,0.275547661,0.078961914,0.528527714,0.005475264,0.845129127,0.002230886,13983,15888,11187,996,14475,20769,17334,17876,17890,14501,17939,16862,18656,19845,18978,22522,22203,27107,25463,10514,17613,16798,20000,24925,,
VMA11,YPL234C,V-type proton ATPase subunit c,P32842,No,No,11,25.4228124,,,24.96128647,22.4297655,24.37802332,24.94654866,24.66774046,25.28841665,27.06317445,,,,,,24.88478724,,,,,,,,,-0.371867162,0.315274356,,,-0.307262195,,,,1180,,,58,572,849,699,1075,,,,,813,,,,,,,619,799,,813,,,
VMA10,YHR039C-A,V-type proton ATPase subunit G,P48836,No,No,92.1,32.03521701,31.968223,32.0058104,31.92174346,3.38741121,31.88332682,31.50018977,31.59241128,31.60408231,11.95922246,31.83198258,31.62488128,31.63287503,31.76793458,7.119374766,31.92305499,31.80420498,31.88026431,31.80961948,3.999979242,31.67636037,31.48850564,31.78892758,10.37204186,-0.337745923,0.007870319,-0.268330101,0.003214388,-0.128462528,0.014485133,-0.331483936,0.008456248,154779,147756,151656,9689,139312,106820,113871,114796,134441,116463,117110,128603,143202,131877,139017,132373,120694,105958,130488,115970,118700,124154,136617,119047,,
VIP1,YLR410W,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase,Q06685,No,No,56.9,29.13728852,29.59747292,29.48193058,29.41425554,13.02719343,29.46979631,29.35302332,29.21231614,29.05881492,12.20136309,29.29915805,29.18302731,29.46532657,29.53602914,10.97389236,29.41970997,29.24131775,29.29935459,29.32384305,5.198272729,29.04671629,28.96013772,29.06275675,3.787183366,-0.134249219,0.348687753,-0.036851627,0.780223598,-0.086680551,0.438938294,-0.384533308,0.022966181,2035,2799,2584,167,2562,2363,2143,1927,2276,2100,2554,2682,2475,2187,2277,2316,1911,1800,1932,1896,2249,2403,2313,1881,,
VID30,YGL227W,Vacuolar import and degradation protein 30,P53076,No,No,15.2,24.47525004,,,,,25.4636673,,,25.49075444,1.327580247,,,,,,,26.83062333,,25.94346669,42.16183788,26.28347953,26.01220492,25.84328412,15.60889329,1.001960831,,,,1.911794971,,1.571072818,,96,,,,191,,,195,,,,,,493,,267,338,280,249,96,193,,380,289,,
VID27,YNL212W,Vacuolar import and degradation protein 27,P40157,No,No,29.2,26.70477373,27.38648471,27.31397645,27.25862713,19.43881472,27.31267886,27.28303789,27.70786999,27.62275374,14.91498461,27.99943312,27.49975272,28.07014757,28.26678025,20.96363921,27.84349978,27.64285697,27.97235144,27.80679572,9.321262683,27.87326179,28.24045363,27.62971758,21.62515808,0.315619621,0.146850152,0.793062912,0.01262022,0.650410474,0.008716121,0.748512164,0.025089875,550,883,840,55,839,822,1103,1040,1350,955,1418,1625,1212,1055,1325,1182,1237,1596,1045,582,951,1337,1193,1293,,
VHT1,YGR065C,Vitamin H transporter,P53241,No,No,17.9,24.95055874,25.71127479,,25.60215401,26.05383315,25.55376685,25.62550151,,25.46647059,5.503456212,26.02572017,25.95378101,25.5515684,25.98213557,14.12137876,,25.751722,25.50700193,25.80444657,10.67542111,25.81597112,26.421256,26.1547594,20.65387678,0.127250465,0.626664665,0.456972102,0.112301569,0.266394314,0.354384406,0.709332992,0.07404773,210,356,,22,319,335,,300,442,421,318,429,,366,309,379,382,582,484,196,318,403,351,482,,
VHS3,YOR054C,Phosphopantothenoylcysteine decarboxylase subunit VHS3,Q08438,No,No,17.2,,,,,,,,,,,,,,,,,,,,,26.38926135,26.19512886,26.48048293,9.918032353,,,,,,,,,,,,,,,,,,,,,,,,,534,466,568,,,,,523,,
VHS2,YIL135C,Protein VHS2,P40463,No,No,43.8,26.56142058,26.88704412,26.94692786,26.49017296,15.76978034,27.26660156,27.01254594,27.36009624,26.96388986,13.36366624,26.48571227,26.59690449,,,5.447157845,26.69245481,27.13114277,27.18631377,26.62867514,19.87757459,27.10878876,26.76268576,26.85317152,12.73396945,0.42939202,0.028429608,-0.180083004,0.361885186,0.188255243,0.347253658,0.186823966,0.297906656,923,1157,1206,60,1505,1262,1606,1220,876,946,,,1011,1370,1424,967,1349,1061,1130,836,1398,911,1193,1180,,
VCX1,YDL128W,Vacuolar calcium ion transporter,Q99385,No,No,11.2,,,,,,26.6869903,27.6283275,26.9272792,27.00324544,30.12816545,27.43428106,27.05982072,,26.87478666,20.25831066,27.25547901,27.47622396,27.24807639,27.77994113,18.10475364,27.34070489,28.46812664,27.652531,42.43539223,,,,,,,,,,,,,1082,2078,1278,1347,1816,1401,,1232,1604,1870,1596,2308,1702,3719,2113,,1446,1483,1845,2511,,
VBA4,YDR119W,Vacuolar basic amino acid transporter 4,Q04602,No,No,11.5,,,,,,,,26.50795465,26.58906567,3.974439814,,,25.89485772,26.84433817,44.92677221,26.65075201,26.13795783,,,24.87222248,26.36603,26.49832285,,6.479517364,,,,,,,,,,,,,,,498,527,,,326,629,550,385,,,451,495,,,512,477,468,473,,
VAS1,YGR094W,"Valine--tRNA ligase, mitochondrial",P07806-2,No,No,75.9,33.64667258,33.70944029,33.6338495,33.58642832,3.526666077,33.11411811,33.38329484,33.32777195,33.31958585,7.911047135,33.13939128,32.97250893,33.2782208,33.15600745,8.608035167,33.11099564,33.12867773,33.13633838,33.20330879,2.831453494,32.98330432,33.11898251,33.03099857,4.801397484,-0.357904984,0.001422821,-0.507565556,0.000292228,-0.499267537,4.73013E-06,-0.599669206,4.15141E-05,50054,52280,49611,3251,34604,41702,40128,39900,35216,31369,38773,35623,34529,34955,35141,36811,31604,34721,32667,38799,39084,35245,35359,32997,,
VAR1,Q0140,"Ribosomal protein VAR1, mitochondrial",P02381,No,No,27.9,25.65728246,,25.89550502,,11.64952276,26.10964577,25.96635653,26.41021686,26.21517555,13.08865289,26.42470349,26.01030648,,26.19402052,14.47039877,,26.19279848,,25.94868876,11.93606323,,26.30255233,26.11163684,9.343691474,0.398954935,0.064992731,0.433283087,0.093463279,0.294349875,0.226496738,0.430700845,0.106003648,502,,592,,687,622,846,739,855,641,,728,,728,,614,,785,688,547,724,741,671,737,,
VAN1,YML115C,Mannan polymerase I complex VAN1 subunit,P23642,No,No,15.9,26.11253193,26.6836481,27.20825133,26.55209633,31.77566642,26.18684268,26.46833642,,26.21411957,11.06162711,,,,,,,27.00752898,26.57535262,26.13930528,29.73568144,26.52371162,26.60413535,26.24653693,12.58410889,-0.349365697,0.263272305,,,-0.06506963,0.855526714,-0.181003958,0.549094124,531,789,1135,49,559,679,,570,,,,,,987,732,541,706,747,583,626,603,,753,678,,
VAM7,YGL212W,Vacuolar morphogenesis protein 7,P32912,No,No,35.4,,,25.59274809,,,,,,,,,,,,,,,,,,,25.73822774,25.48120694,12.56412353,,,,,,,0.016969247,,,,616,,,,,,,,,,,,,,,682,570,616,,,,626,,
VAC8,YEL013W,Vacuolar protein 8,P39968,No,No,38.2,28.95124269,29.50682417,29.09760609,28.98250553,18.99289131,29.45693277,29.54546851,29.49027626,29.6558266,6.13549308,29.83517932,29.65188124,29.54568944,29.78645253,9.008978198,29.5134282,29.64110046,29.67389485,29.8465217,9.617868941,29.83389846,29.89792982,29.84352973,2.408014045,0.402581417,0.024734509,0.570256014,0.007425194,0.534191683,0.010360243,0.723908051,0.005103098,3671,5396,4063,254,5213,5543,5334,5983,6775,5967,5543,6550,5421,5922,6059,6829,6769,7076,6814,3346,5518,6209,6058,6887,,
VAC7,YNL054W,Vacuolar segregation protein 7,P53950,No,No,2,,,,,,,,,,,,,,,,,,,,,23.48542054,,23.54980722,3.155255034,,,,,,,,,,,,,,,,,,,,,,,,,41,,43,,,,,42,,
VAC14,YLR386W,Vacuole morphology and inheritance protein 14,Q06708,No,No,7.4,,,23.52898056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,54,,,,,,
UTR4,YEL038W,Enolase-phosphatase E1,P32626,No,No,33,26.11735584,25.8689365,26.32918331,,15.81694799,25.80958269,,,,,26.01620691,,,26.14260024,6.19094533,26.41464266,26.59135045,26.27600652,26.57816328,10.16113974,26.6087949,27.25403757,26.4192157,31.94409082,-0.295575867,,-0.025754981,0.894157189,0.359882174,0.052402954,0.655524169,0.083330663,1292,1088,1497,,1044,,,,1205,,,1315,1588,1795,1442,1778,1817,2841,1593,1292,1044,1260,1651,2084,,
UTR2,YEL040W,Probable glycosidase CRH2,P32623,No,No,9,27.86496416,27.19975965,28.20219095,27.3967268,31.66308292,27.04092913,27.09083445,27.35573486,27.25160188,10.12600779,27.19074688,26.94290766,26.82820371,27.08486725,10.98288154,27.00335269,26.62366094,26.6699311,26.89307614,12.59036719,26.72403353,26.53729994,26.50069505,8.471521395,-0.481135309,0.08978872,-0.654229014,0.034513123,-0.868405172,0.011960681,-1.078567551,0.011072775,2190,1381,2767,107,1237,1281,1539,1432,1372,1156,1067,1275,1205,926,957,1117,993,873,851,1611,1372,1218,1051,905,,
UTR1,YJR049C,NAD(+) kinase,P21373,No,No,25.3,26.28111078,,26.33606302,,2.693043426,26.88296986,26.64361402,26.84493673,26.24339861,18.88467169,27.1197123,27.12080012,27.1625977,27.4436374,11.35053179,26.8772465,27.19507253,26.49730282,26.94859965,19.33306945,26.95670813,26.61189293,26.70371816,12.66251597,0.345142909,0.192426685,0.903099982,0.001573385,0.570968477,0.058371641,0.448852844,0.044618233,613,,637,,930,788,906,597,1096,1097,1129,1372,927,1155,712,974,979,771,822,625,806,1174,942,857,,
UTP9,YHR196W,U3 small nucleolar RNA-associated protein 9,P38882,No,No,23.7,26.71960168,27.37699733,27.83110676,28.02252783,36.04933624,,,,,,,26.44600648,,,,,,,,,26.19717424,26.9888022,26.11048235,35.92950745,,,-1.041551917,,,,-1.055405468,0.051615764,757,1194,1636,126,,,,,,626,,,,,,,527,912,496,928,,626,,645,,
UTP8,YGR128C,U3 small nucleolar RNA-associated protein 8,P53276,No,No,30.3,26.94815403,28.29127421,27.45928014,27.99631133,38.70510922,,,27.67290072,26.98424529,33.12638448,,28.22995195,,,,27.24408854,27.16595492,26.88878672,26.92456354,12.19451948,26.97989196,26.66966083,27.19197066,17.83018092,-0.345181923,0.522214117,0.556197026,,-0.6179065,0.093001631,-0.726580447,0.109338557,722,1831,1029,101,,,1193,740,,1755,,,886,840,693,710,738,595,855,921,967,1755,782,729,,
UTP7,YER082C,U3 small nucleolar RNA-associated protein 7,P40055,No,No,43.3,28.44007645,28.19201771,28.54786009,27.90707266,19.02699316,26.94581226,27.06681612,26.99755009,27.13486763,5.723039962,,,27.52619176,26.56479632,45.45113277,27.15431518,27.42446324,26.95593258,,16.44448864,26.3553316,26.75976854,26.88238688,18.19998064,-1.235495204,0.000162944,-1.226262687,0.028037117,-1.09351973,0.002998144,-1.605927721,0.000678359,2613,2200,2816,122,927,1009,961,1057,,,1387,712,1072,1292,934,,616,815,888,1938,989,1049,1099,773,,
UTP6,YDR449C,U3 small nucleolar RNA-associated protein 6,Q02354,No,No,17.3,,,25.4506701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,391,,,,,,
UTP5,YDR398W,U3 small nucleolar RNA-associated protein 5,Q04177,No,No,18.4,26.35620518,27.04572734,26.70990858,26.30806734,24.69306179,,,,,,,,,,,,,,,,,,26.68150502,,,,,,,,0.07652791,,533,860,682,35,,,,,,,,,,,,,,,668,528,,,,668,,
UTP4,YDR324C,U3 small nucleolar RNA-associated protein 4,Q06679,No,No,28.9,26.69218873,26.37085925,27.65683257,26.97716443,40.44494123,,27.08375199,26.92739224,26.04372655,34.21104444,26.98793533,27.10769184,26.81677684,26.24597508,23.83903945,26.37343379,26.45414225,25.97851793,26.74355329,21.25551129,25.6140295,26.83315956,26.32197831,40.16486636,-0.23930432,0.595424131,-0.134666472,0.700537439,-0.53684943,0.140251302,-0.667872119,0.188351889,552,442,1078,46,,724,650,352,678,736,602,405,443,468,337,572,262,609,427,529,575,605,455,433,,
UTP30,YKR060W,Ribosome biogenesis protein UTP30,P36144,No,No,15.7,25.66383777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,752,,,,,,
UTP25,YIL091C,U3 small nucleolar RNA-associated protein 25,P40498,No,No,19.8,27.51201559,27.46520978,27.37509234,27.25466838,7.73671501,26.69842871,26.99312878,26.84218132,26.64759918,10.95136281,,,27.31596381,,,,27.39615516,26.92479004,,22.89962625,26.36907931,27.01009301,26.2174701,30.80918826,-0.606412026,0.000743436,-0.085782715,,-0.241273925,0.223156131,-0.869532384,0.009700046,1019,986,927,58,580,711,640,560,,,889,,,940,678,,461,719,415,747,623,889,809,532,,
UTP22,YGR090W,U3 small nucleolar RNA-associated protein 22,P53254,No,No,39.3,29.21034324,29.49041017,29.49506994,28.93761408,17.67007642,28.16858727,28.94709513,28.69331924,28.79156917,21.39781404,28.22692426,28.24099945,28.42798298,28.38121248,6.980030452,28.32414359,28.15165664,28.33947361,28.45132275,8.443231816,28.25394744,28.78986046,28.33815626,20.87468161,-0.633216653,0.02575588,-0.964079563,0.00050467,-0.966710207,0.000588084,-0.822704638,0.01124783,1977,2400,2408,111,960,1647,1381,1479,1000,1010,1149,1113,1070,949,1081,1168,1019,1477,1080,1724,1367,1068,1067,1192,,
UTP21,YLR409C,U3 small nucleolar RNA-associated protein 21,Q06078,No,No,15.4,26.69975289,26.0899056,27.32825897,26.60243722,36.03723915,,26.23013525,,,,,,,,,,25.40603706,,,,,,,,-0.449953423,,,,-1.274051609,,,,465,305,719,29,,336,,,,,,,,190,,,,,,380,336,,190,,,
UTP20,YBL004W,U3 small nucleolar RNA-associated protein 20,P35194,No,No,11.9,29.34971634,29.50307474,28.33675259,29.28949439,30.49497145,28.47394271,28.76094248,28.27502081,28.29294217,16.31125423,28.50555651,28.36164472,,,7.047692381,,28.78113005,,28.43527507,16.87063942,28.24907163,28.83707592,27.97574408,31.62482701,-0.669047475,0.059097851,-0.686158903,0.161178443,-0.511556955,0.281340587,-0.765795639,0.099086334,1064,1183,527,69,580,707,505,511,593,536,,,,717,,564,496,746,410,711,576,564,641,551,,
UTP18,YJL069C,U3 small nucleolar RNA-associated protein 18,P40362,No,No,19.9,27.13838759,27.55910245,26.63588725,27.29605346,25.32414181,26.1843286,26.6087949,26.41664112,26.4226841,11.89935102,26.41356169,25.93613738,26.12803792,25.92537877,16.50666148,25.89601341,25.30434659,26.0215751,25.42598418,23.97346406,26.18652158,26.33372794,,7.208758258,-0.749245507,0.012512815,-1.056578748,0.003365463,-1.495377867,0.001239341,-0.897232929,0.038301333,994,1331,702,75,513,689,603,605,602,432,494,429,420,279,459,303,514,569,,776,603,489,365,542,,
UTP15,YMR093W,U3 small nucleolar RNA-associated protein 15,Q04305,No,No,60.4,28.77931499,28.75713162,28.98698659,28.80498192,7.518957817,27.9714198,27.86242416,27.6056902,27.83815857,10.33641159,27.94637017,27.59184976,27.3672805,27.56209053,17.35143437,28.19887027,28.03102159,27.84637225,27.97967394,10.18474195,28.17507581,28.00795664,27.93269523,8.718223866,-1.012680597,3.58922E-05,-1.215206038,9.08187E-05,-0.818119269,9.85788E-05,-0.793527885,0.000256,3571,3516,4124,246,2040,1891,1583,1860,2005,1568,1342,1536,2388,2126,1870,2051,2349,2092,1986,2864,1843,1613,2109,2142,,
UTP14,YML093W,U3 small nucleolar RNA-associated protein 14,Q04500,No,No,24,27.34629608,27.24698989,27.79971205,26.89446457,26.40991215,26.29942884,,,26.20422634,4.664458436,26.71095963,,,,,,26.86891296,,,,,26.03063228,25.417092,29.62622208,-1.070038056,0.01901889,-0.610906019,,-0.452952686,,-1.598003504,0.009017773,741,691,1014,37,358,,,336,477,,,,,532,,,,297,194,621,347,477,532,246,,
UTP13,YLR222C,U3 small nucleolar RNA-associated protein 13,Q05946,No,No,26.3,27.2640975,27.63020379,28.12262778,26.95526749,35.67439234,27.47382662,27.45771565,27.12878526,27.26927966,11.18703653,26.42122389,27.10289551,26.55032112,26.63630223,22.052098,26.82225845,27.50846856,26.61329892,27.27177475,28.08665298,26.60031176,27.07846813,26.93910048,16.43587709,-0.160647341,0.565519298,-0.815363451,0.031375503,-0.439098968,0.223971185,-0.62042235,0.110243508,792,1020,1435,43,915,905,721,794,441,708,483,512,583,938,504,796,500,696,632,823,834,536,705,609,,
UTP11,YKL099C,U3 small nucleolar RNA-associated protein 11,P34247,No,No,30.4,25.57276776,25.63339483,25.20213489,25.7305004,15.01577239,25.60390904,,25.2759355,25.42364607,11.43032352,25.2360066,25.15298169,25.44256213,25.4092459,9.525472099,25.79550702,,25.34901606,,21.71080695,,,25.6007371,,-0.100202598,0.553929438,-0.224500391,0.146590439,0.037562072,0.873124311,0.066037634,,750,783,580,57,767,,611,677,594,561,686,670,876,,643,,,,765,543,685,628,759,765,,
UTP10,YJL109C,U3 small nucleolar RNA-associated protein 10,P42945,No,No,17.8,31.99570503,32.82982984,32.02666885,32.69216378,29.81715908,31.68787469,31.67020976,31.81306495,31.6454276,5.286896252,32.02742708,31.86975143,32.05281067,32.47319762,18.94249758,31.66449912,32.08818892,31.72687772,31.52542651,17.45896426,31.89421157,31.8459537,31.88903342,1.826985245,-0.681947623,0.021708072,-0.280295176,0.311401962,-0.634843806,0.043596219,-0.50969231,0.105878708,9569,17059,9776,1050,7730,7636,8431,7506,9782,8769,9955,13323,7606,10202,7942,6907,8919,8625,8887,9364,7826,10457,8164,8810,,
UTH1,YKR042W,Probable secreted beta-glucosidase UTH1,P36135,No,Yes,16.2,,28.69421637,,28.58699196,5.252962083,28.37885847,28.87264553,28.75136446,28.32465866,18.77445136,28.97484198,29.18250646,28.78628115,28.77705862,13.63021101,29.19982984,28.91476171,28.86850091,29.04340846,10.48989494,28.14904165,29.17857037,28.8303211,33.77064136,-0.058722382,0.789781637,0.28956789,0.120562955,0.366021067,0.034468519,0.078706879,0.853840664,,5255,,330,4223,5946,5467,4067,6383,7371,5601,5565,7460,6123,5929,6694,3601,7351,5775,2793,4926,6230,6551,5576,,
