Systematic Name,NCBI code,Gene Name,Uniprot ID,Annotation,Predicted Number of Zinc Ions Per Monomer,Subcellular Location,Zinc ligands,Structural Zn-site classification,Zinc Function,Zn-binding domain,EC number,Enzyme Class
YOR034C,NP_014677 ,AKR2,Q12013,NP_014677.1 putative palmitoyltransferase AKR2 [Saccharomyces cerevisiae S288c],1 or 2,Golgi,"C448, D473, H474, C476",Unknown,Unknown,Unknown,2.3.1.225,transferase
YNL054W-B,NP_001268,CHKA,P35790,NP_001268465.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,Unknown,Unknown,Unknown,Unknown,"2.7.1.32, 2.7.1.82",transferase
YDL209C,NP_010072 ,CWC2,Q12046,NP_010072.1 Cwc2p [Saccharomyces cerevisiae S288c],1,nucleus,"C73, C81, C87, H91",ZincNecklaces,Unknown,Torus,,
YLR246W,NP_013347 ,ERF2,Q06551,NP_013347.1 palmitoyltransferase ERF2 [Saccharomyces cerevisiae S288c],1 or 2,ER,"C175, C178, C189, C192",Unknown,Unknown,Unknown,2.3.1.225,transferase
YDR291W,NP_010577 ,HRQ1,Q05549,NP_010577.3 ATP-dependent 3'-5' DNA helicase [Saccharomyces cerevisiae S288c],1,nucleus,C979-C981-C985-C988,Unknown,Unknown,DUF1998,3.6.4.12,hydrolase
YER051W,NP_010971 ,JHD1,P40034,NP_010971.1 [Histone H3]-lysine-36 demethylase [Saccharomyces cerevisiae S288c],2,Unknown,"C928, C931, C944, H946, H949, C952, C969, C972",Unknown,Unknown,Unknown,1.14.11.27,oxidoreductase
YNL218W,NP_014181 ,MGS1,P40151,NP_014181.1 ssDNA-dependent ATPase MGS1 [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C14, C17, H29, C33",Unknown,Unknown,Unknown,,
YOR274W,NP_014917 ,MOD5,P07884,NP_014917.3 tRNA dimethylallyltransferase [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C375, C378, H397, H403",Unknown,Unknown,Unknown,2.5.1.75,transferase
YBL049W,NP_009504 ,MOH1,P38191,NP_009504.1 Moh1p [Saccharomyces cerevisiae S288c],1,Unknown,"C45, C48, C101, C104",Unknown,Unknown,Yippee-Mis18,,
YOL033W,NP_014609 ,MSE1,P48525,NP_014609.1 glutamate--tRNA ligase MSE1 [Saccharomyces cerevisiae S288c],1,mitochondrion,"C140, C142, Y165, C169",NoCluster,Unknown,tRNA-synt_1c,6.1.1.17,ligase
YHR035W,NP_011900 ,NEL1,P38769,NP_011900.1 Nel1p [Saccharomyces cerevisiae S288c],1,cytosol,"C27, C30, C48, C51",Unknown,Unknown,Unknown,,
YNL326C,NP_014073 ,PFA3,P42836,NP_014073.1 palmitoyltransferase PFA3 [Saccharomyces cerevisiae S288c],1 or 2,vacuole,"C106, C109, C120, C123",Unknown,Unknown,Unknown,2.3.1.225,transferase
YOL003C,NP_014640 ,PFA4,Q12006,NP_014640.1 palmitoyltransferase PFA4 [Saccharomyces cerevisiae S288c],1 or 2,ER,"C80, C83, C94, C97",Unknown,Unknown,Unknown,2.3.1.225,transferase
YDR459C,NP_010747 ,PFA5,Q03289,NP_010747.1 palmitoyltransferase PFA5 [Saccharomyces cerevisiae S288c],2,plasma membrane,"C131, C134, H143, C151, D156, H157, C159",Unknown,Unknown,Unknown,2.3.1.225,transferase
YPL096W,NP_015229 ,PNG1,Q02890,NP_015229.1 peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C129, C132, C165, C168",Unknown,Unknown,Unknown,3.5.1.52,hydrolase
YMR201C,NP_013928,RAD14,P28519,NP_013928.1 Rad14p [Saccharomyces cerevisiae S288c],1,nucleus,"C191, C194, C213, C216",Unknown,Unknown,Unknown,,
YDR419W,NP_010707 ,RAD30,Q04049,NP_010707.3 DNA-directed DNA polymerase eta [Saccharomyces cerevisiae S288c],1,"mitochrondrion, nucleus","C53, C84, H568, H572",Unknown,Unknown,Unknown,2.7.7.7,transferase
YGL163C,NP_011352 ,RAD54,P32863,NP_011352.1 DNA-dependent ATPase RAD54 [Saccharomyces cerevisiae S288c],1,nucleus,"H835, C840, C843",Unknown,Unknown,Unknown,3.6.4.-,hydrolase
YPL133C,NP_015192,RDS2,P19541,NP_015192.1 Rds2p [Saccharomyces cerevisiae S288c],2 o 3,nucleus,"C18, C20, C27,C33, C36, C45",Unknown,Unknown,Unknown,,
YPL183W-A,NP_015141 ,RTC6,O14464,NP_015141.1 putative mitochondrial 54S ribosomal protein RTC6 [Saccharomyces cerevisiae S288c],1,mitochondrion,"C66, C69, C82, H88",ZincRibbon,Unknown,Ribosomal_L36,,
YBL052C,NP_009501 ,SAS3,P34218,NP_009501.1 Sas3p [Saccharomyces cerevisiae S288c],1,nucleus,"C303, C306, H319, C323",Unknown,Unknown,Unknown,2.3.1.48,transferase
YHR119W,NP_011987 ,SET1,P38827,NP_011987.1 histone methyltransferase SET1 [Saccharomyces cerevisiae S288c],1,nucleus,"C1019, C1068, C1070, C1075",ZincNecklaces,Unknown,SET,2.1.1.43,transferase
YPL165C,NP_015160 ,SET6,Q12529,NP_015160.1 Set6p [Saccharomyces cerevisiae S288c],1,Unknown,"C306, C360, C362, C365",ZincNecklaces,Unknown,SET,2.1.1.-,transferase
YMR190C,NP_013915 ,SGS1,P35187,NP_013915.1 ATP-dependent DNA helicase SGS1 [Saccharomyces cerevisiae S288c],1,nucleus,"C1047, C1065, C1069, C1072",TrebleClef,Unknown,RecQ_Zn_bind,3.6.4.12,hydrolase
YLR375W,NP_013479 ,STP3,Q05937,NP_013479.3 Stp3p [Saccharomyces cerevisiae S288c],1,nucleus,"C171, C174, H187, H191",Unknown,Unknown,Unknown,,
YBL100W-B,NP_009450,TY2B-B,Q12491,NP_009450.1 gag-pol fusion protein [Saccharomyces cerevisiae S288c],1,nucleus,"H595, H600, C633, C636",Unknown,Unknown,Unknown,"3.4.23.-, 2.7.7.49, 2.7.7.7, 3.1.26.4","hydrolase, transferase"
YJL114W,NP_012422,TY4A-J,P47023,NP_012422.2 gag protein [Saccharomyces cerevisiae S288c],1,Unknown,C274-C277-C342-C345-C351-C355,,Unknown,Unknown,,
YOR387C,NP_015032 ,YOR387C,Q08910,NP_015032.3 hypothetical protein YOR387C [Saccharomyces cerevisiae S288c],1,cytosol,Unknown,Unknown,Unknown,Vel1p,,
YJL105W,NP_012430 ,SET4,P42948,NP_012430.1 Set4p [Saccharomyces cerevisiae S288c],2,Unknown,"C163, C165, C178, C181, H186, C189, C204, C207, C430, C516","ZincNecklaces, TrebleClef","Unknown,Structural","SET,PHD_2,PHD",,
YLR433C,NP_013537,CNA1,P23287,NP_013537.1 calcineurin catalytic subunit A [Saccharomyces cerevisiae S288c],1 or 2,D119-H121-D147-N179-H228-H317,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YML016C,NP_013696,PPZ1,P26570,NP_013696.1 salt homeostasis regulator [Saccharomyces cerevisiae S288c],1 or 2,D419-H421-D447-N479-H528-H603,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YPL224C,NP_015100,MMT2,Q08970,NP_015100.2 Mmt2p [Saccharomyces cerevisiae S288c],Unknown,Unknown,Unknown,Substrate - transport,Cation_efflux,,,
YMR177W,NP_013902,MMT1,Q03218,NP_013902.1 Mmt1p [Saccharomyces cerevisiae S288c],Unknown,Unknown,Unknown,Substrate - transport,Cation_efflux,,,
YDL047W,NP_010236,SIT4,P20604,NP_010236.1 type 2A-related serine/threonine-protein phosphatase SIT4 [Saccharomyces cerevisiae S288c],1 or 2,D53-H55-D82-N114-H164-H238,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YDL134C,NP_010147,PPH21,P23594,NP_010147.1 phosphoprotein phosphatase 2A catalytic subunit PPH21 [Saccharomyces cerevisiae S288c],1 or 2,D117-H119-D145-N177-H227-H301,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YDL188C,NP_010093,PPH22,P23595,NP_010093.1 phosphoprotein phosphatase 2A catalytic subunit PPH22 [Saccharomyces cerevisiae S288c],1 or 2,D125-H127-D153-N185-H235-H309,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YER133W,NP_011059,GLC7,P32598,NP_011059.3 type 1 serine/threonine-protein phosphatase catalytic subunit GLC7 [Saccharomyces cerevisiae S288c],1 or 2,D63-H65-D91-N123-H172-H247,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YGR123C,NP_011639,PPT1,P53043,NP_011639.3 protein serine/threonine phosphatase [Saccharomyces cerevisiae S288c],1 or 2,D249-H251-D278-N310-H359-H434,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YML057W,NP_013655,CMP2,P14747,NP_013655.1 calcineurin catalytic subunit A [Saccharomyces cerevisiae S288c],1 or 2,D144-H146-D172-N204-H253-H359,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YDR436W,NP_010724,PPZ2,P33329,NP_010724.1 salt homeostasis regulator [Saccharomyces cerevisiae S288c],1 or 2,D454-H456-D482-N514-H563-H638,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YNR032W,NP_014429,PPG1,P32838,NP_014429.3 putative serine/threonine-protein kinase PPG1 [Saccharomyces cerevisiae S288c],1 or 2,D50-H52-D78-N110-H161-H247,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YDR075W,NP_010360,PPH3,P32345,NP_010360.1 phosphoprotein phosphatase PP4 catalytic subunit PPH3 [Saccharomyces cerevisiae S288c],1 or 2,D51-H53-D79-N111-H161-H235,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YPL179W,NP_015146,PPQ1,P32945,NP_015146.1 Ppq1p [Saccharomyces cerevisiae S288c],1 or 2,D301-H303-D329-N361-H410-H485,NO_CLUS,Catalytic,Metallophos,3.1.3.16,hydrolase,
YMR224C,NP_013951,MRE11,P32829,NP_013951.1 MRX complex nuclease subunit [Saccharomyces cerevisiae S288c],1 or 2,D16-H18-D56-N124-H241,NO_CLUS,Catalytic,Metallophos,,,
YDR452W,NP_010740,PPN1,Q04119,NP_010740.3 endopolyphosphatase [Saccharomyces cerevisiae S288c],1 or 2,D102-H104-D171-N224-H328,NO_CLUS,Catalytic,Metallophos,3.6.1.10; 3.6.1.-; 3.6.1.11,hydrolase,
YDL185W,NP_010096 ,VMA1,P17255,NP_010096.1 H(+)-transporting V1 sector ATPase subunit A [Saccharomyces cerevisiae S288c],1,E363-H725-H736,clus_9_Sheet,Catalytic,Hom_end_hint,3.6.3.14; 3.1.-.-,hydrolase,
YDR182W,NP_010468,CDC1,P40986,NP_010468.1 putative lipid phosphatase CDC1 [Saccharomyces cerevisiae S288c],1 or 2,D95-D144-N183-H323,NO_CLUS,Catalytic,Metallophos,3.1.-.-,hydrolase,
YLR361C,NP_013465,DCR2,Q05924,NP_013465.1 phosphoprotein phosphatase [Saccharomyces cerevisiae S288c],1 or 2,D255-H257-D302-N337-H444-H498-H500,NO_CLUS,Catalytic,Metallophos,3.1.-.-,hydrolase,
YKL149C,NP_012773,DBR1,P24309,NP_012773.1 RNA lariat debranching enzyme [Saccharomyces cerevisiae S288c],1 or 2,H13-D40-H231,NO_CLUS,Catalytic,Metallophos,3.1.-.-,hydrolase,
YNL217W,NP_014182,YNL217W,P40152,NP_014182.1 putative serine/threonine-protein phosphatase [Saccharomyces cerevisiae S288c],1 or 2,D68-H70-D118-Q288,NO_CLUS,Catalytic,Metallophos,3.1.-.-,hydrolase,
YIL039W,NP_012225,TED1,P40533,NP_012225.1 Ted1p [Saccharomyces cerevisiae S288c],1 or 2,D133-N195-H315-H379,NO_CLUS,Catalytic,Metallophos,,,
YOR137C,NP_014780,SIA1,Q12212,NP_014780.3 Sia1p [Saccharomyces cerevisiae S288c],1 or 2,H319-D356-H550,NO_CLUS,Catalytic,Metallophos,,,
YHR202W,NP_012072,YHR202W,P38887,NP_012072.3 hypothetical protein YHR202W [Saccharomyces cerevisiae S288c],1 or 2,Unknown,NO_CLUS,Catalytic,Metallophos,,,
YHR012W,NP_011876,VPS29,P38759,NP_011876.1 retromer subunit VPS29 [Saccharomyces cerevisiae S288c],1,D8-H10-D46-Q229,clus_9_Sheet,Catalytic,Metallophos_2,,,
YGL207W,NP_011308,SPT16,P32558,NP_011308.1 chromatin-remodeling protein SPT16 [Saccharomyces cerevisiae S288c],from 1 to 4,Unknown,clus_9_Sheet,Catalytic,Peptidase_M24,,,
YLR307W,NP_013410 ,CDA1,Q06702,NP_013410.1 chitin deacetylase CDA1 [Saccharomyces cerevisiae S288c],1,D116-H162-H166,NO_CLUS,Catalytic,Polysacc_deac_1,3.5.1.41,hydrolase,
YLR308W,NP_013411 ,CDA2,Q06703,NP_013411.1 chitin deacetylase CDA2 [Saccharomyces cerevisiae S288c],1,D126-H172-H176,NO_CLUS,Catalytic,Polysacc_deac_1,3.5.1.41,hydrolase,
YER010C,NP_010926,YER010C,P40011,NP_010926.3 bifunctional 4-hydroxy-4-methyl-2-oxoglutarate aldolase/oxaloacetate decarboxylase [Saccharomyces cerevisiae S288c],1,Unknown,Unknown,Catalytic,RraA-like,4.1.3.17; 4.1.1.3,lyase,
YKL165C,NP_012756,MCD4,P36051,NP_012756.1 mannose-ethanolamine phosphotransferase MCD4 [Saccharomyces cerevisiae S288c],1,D62-T102-D271-H272,clus_9_Sheet,Catalytic,Sulfatase,2.-.-.-,transferase,
YMR262W,NP_013989,YMR262W,P38430,NP_013989.2 putative endodeoxyribonuclease [Saccharomyces cerevisiae S288c],2,D262,NO_CLUS,Catalytic,TatD_DNase,3.1.21.-,hydrolase,
YMR105C,NP_013823,PGM2,P37012,NP_013823.1 phosphoglucomutase PGM2 [Saccharomyces cerevisiae S288c],1,Unknown,Unknown,Unknown,Unknown,5.4.2.2,isomerase,
YGR276C,NP_011792,RNH70,P53331,NP_011792.1 Rnh70p [Saccharomyces cerevisiae S288c],1,Unknown,Unknown,Unknown,Unknown,3.1.-.-,hydrolase,
YLR059C,NP_013160,REX2,P54964,NP_013160.1 Rex2p [Saccharomyces cerevisiae S288c],1,Unknown,Unknown,Unknown,Unknown,3.1.-.-,hydrolase,
YOL080C,NP_014561,REX4,Q08237,NP_014561.1 putative 3'-5' exonuclease [Saccharomyces cerevisiae S288c],1,Unknown,Unknown,Unknown,Unknown,3.1.-.-,hydrolase,
YDR236C,NP_010522,FMN1,Q03778,NP_010522.1 riboflavin kinase [Saccharomyces cerevisiae S288c],1,Unknown,Unknown,Unknown,Unknown,2.7.1.26,transferase,
YMR187C,NP_013912,YMR187C,Q03236,NP_013912.1 hypothetical protein YMR187C [Saccharomyces cerevisiae S288c],1,C17-C12-H33-C37,Unknown,Unknown,Unknown,,,
YOL029C,NP_014613,YOL029C,Q08187,NP_014613.1 hypothetical protein YOL029C [Saccharomyces cerevisiae S288c],1,C64-C67-H72-C77,Unknown,Unknown,Unknown,,,
YHL009W-A,NP_058134,YHL009W-A,Q6Q5P6,NP_058134.1 gag protein [Saccharomyces cerevisiae S288c],1,C341-C344-C350-C354,Unknown,Unknown,Unknown,,,
YMR006C,NP_013719,PLB2,Q03674,NP_013719.1 lysophospholipase [Saccharomyces cerevisiae S288c],1,C553-C556-C574-C577,Unknown,Unknown,Unknown,3.1.1.5,hydrolase,
YBL091C,NP_009462 ,MAP2,P38174,NP_009462.2 methionine aminopeptidase [Saccharomyces cerevisiae S288c],1 or 2,D194-D205-H274-E307-E402,clus_9_Sheet,Catalytic,Peptidase_M24,3.4.11.18,hydrolase,
YHR170W,NP_012040,NMD3,P38861,NP_012040.1 ribosome-binding protein NMD3 [Saccharomyces cerevisiae S288c],1,C19-C22-C35-C38,Unknown,Unknown,NMD3,,,
YDR492W,NP_010780 ,IZH1,Q03419,NP_010780.1 PAQR-type receptor [Saccharomyces cerevisiae S288c],1,H139-H285-H289,clus_6_Helix,Catalytic,HlyIII,,,
YLR023C,NP_013123 ,IZH3,Q07959,NP_013123.1 Izh3p [Saccharomyces cerevisiae S288c],1,H316-H514-H518,clus_6_Helix,Catalytic,HlyIII,,,
YOL002C,NP_014641 ,IZH2,Q12442,NP_014641.2 PAQR-type receptor [Saccharomyces cerevisiae S288c],1,H136-H282-H286,clus_6_Helix,Catalytic,HlyIII,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
