Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
EIF3C_YEAST,P32497,P32497 EIF3C_YEAST Eukaryotic translation initiation factor 3 subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIP1 PE=1 SV=2,NIP1,812,OS=Saccharomyces,1,0.999,19,121,121,121,0,0,0,17,0,0,3,0,0,0,0,16,0,0,2,0,0,0,0,31,1,1,3,0,0,0,0,28,10,3,6,0,
NDC1_YEAST,P32500,P32500 NDC1_YEAST Nucleoporin NDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NDC1 PE=1 SV=1,NDC1,655,OS=Saccharomyces,1,0.999,8,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,2,0,0,
EI2BE_YEAST,P32501,P32501 EI2BE_YEAST Translation initiation factor eIF-2B subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD6 PE=1 SV=1,GCD6,712,OS=Saccharomyces,1,0.9989,10,58,58,58,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,9,14,3,0,0,
EI2BB_YEAST,P32502,P32502 EI2BB_YEAST Translation initiation factor eIF-2B subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD7 PE=1 SV=1,GCD7,381,OS=Saccharomyces,1,0.999,7,17,14,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,1,0,
SPT16_YEAST,P32558,P32558 SPT16_YEAST FACT complex subunit SPT16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPT16 PE=1 SV=1,SPT16,1035,OS=Saccharomyces,1,0.9988,3,11,11,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,
RPD3_YEAST,P32561,P32561 RPD3_YEAST Histone deacetylase RPD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPD3 PE=1 SV=1,RPD3,433,OS=Saccharomyces,1,0.9988,6,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,
RPN2_YEAST,P32565,P32565 RPN2_YEAST 26S proteasome regulatory subunit RPN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN2 PE=1 SV=4,RPN2,945,OS=Saccharomyces,1,0.9988,17,33,31,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,4,0,0,0,
PAH1_YEAST,P32567,P32567 PAH1_YEAST Phosphatidic acid phosphohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAH1 PE=1 SV=1,PAH1,862,OS=Saccharomyces,1,0.9986,7,14,13,14,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,
SNQ2_YEAST,P32568,P32568 SNQ2_YEAST Protein SNQ2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNQ2 PE=1 SV=2,SNQ2,1501,OS=Saccharomyces,1,0.9987,11,37,17,37,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,
SIP1_YEAST,P32578,P32578 SIP1_YEAST SNF1 protein kinase subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIP1 PE=1 SV=2,SIP1,815,OS=Saccharomyces,1,0.999,6,21,21,21,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,
CBS_YEAST,P32582,P32582 CBS_YEAST Cystathionine beta-synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYS4 PE=1 SV=1,CYS4,507,OS=Saccharomyces,1,0.999,7,12,12,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,
SRP40_YEAST,P32583,P32583 SRP40_YEAST Suppressor protein SRP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP40 PE=1 SV=2,SRP40,406,OS=Saccharomyces,1,0.999,5,37,37,37,0,0,0,0,3,4,0,0,0,0,1,3,2,1,2,0,0,0,0,2,6,2,0,0,0,0,0,0,3,7,1,0,
PUB1_YEAST,P32588,P32588 PUB1_YEAST Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUB1 PE=1 SV=4,PUB1,453,OS=Saccharomyces,1,0.9952,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,
HSP7F_YEAST,P32589,P32589 HSP7F_YEAST Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSE1 PE=1 SV=4,SSE1,693,OS=Saccharomyces,1,0.999,16,69,45,69,0,0,0,12,5,0,0,0,0,0,0,13,4,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,14,0,0,0,
PP12_YEAST,P32598,P32598 PP12_YEAST Serine/threonine-protein phosphatase PP1-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLC7 PE=1 SV=1,GLC7,312,OS=Saccharomyces,1,0.999,7,28,24,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,
FIMB_YEAST,P32599,P32599 FIMB_YEAST Fimbrin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAC6 PE=1 SV=1,SAC6,642,OS=Saccharomyces,1,0.999,12,41,41,41,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17,4,0,0,
SEC17_YEAST,P32602,P32602 SEC17_YEAST Alpha-soluble NSF attachment protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC17 PE=1 SV=4,SEC17,292,OS=Saccharomyces,1,0.999,14,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,
RTG2_YEAST,P32608,P32608 RTG2_YEAST Retrograde regulation protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTG2 PE=1 SV=2,RTG2,588,OS=Saccharomyces,1,0.9985,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
GDA1_YEAST,P32621,P32621 GDA1_YEAST Guanosine-diphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDA1 PE=1 SV=1,GDA1,518,OS=Saccharomyces,1,0.9989,5,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,
RAD23_YEAST,P32628,P32628 RAD23_YEAST UV excision repair protein RAD23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAD23 PE=1 SV=1,RAD23,398,OS=Saccharomyces,1,0.999,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,
PMD1_YEAST,P32634,P32634 PMD1_YEAST Negative regulator of sporulation PMD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMD1 PE=1 SV=1,PMD1,1753,OS=Saccharomyces,1,0.9988,5,18,18,18,0,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,
GLRX4_YEAST,P32642,P32642 GLRX4_YEAST Monothiol glutaredoxin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX4 PE=1 SV=1,GRX4,244,OS=Saccharomyces,1,0.999,7,31,26,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,
KA122_YEAST,P32767,P32767 KA122_YEAST Importin beta-like protein KAP122 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP122 PE=1 SV=1,KAP122,1081,OS=Saccharomyces,1,0.9986,11,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,2,0,0,0,
NRP1_YEAST,P32770,P32770 NRP1_YEAST Asparagine-rich protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NRP1 PE=1 SV=2,NRP1,719,OS=Saccharomyces,1,0.9986,6,23,23,23,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,
GPT1_YEAST,P32784,P32784 GPT1_YEAST Glycerol-3-phosphate O-acyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCT1 PE=1 SV=3,SCT1,759,OS=Saccharomyces,1,0.9988,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,
FRE1_YEAST,P32791,P32791 FRE1_YEAST Ferric/cupric reductase transmembrane component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRE1 PE=1 SV=1,FRE1,686,OS=Saccharomyces,1,0.999,4,13,10,13,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,
AFG2_YEAST,P32794,P32794 AFG2_YEAST ATPase family gene 2 protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AFG2 PE=1 SV=1,AFG2,780,OS=Saccharomyces,1,0.9989,7,41,40,41,0,0,0,2,3,0,0,2,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,1,6,0,12,2,4,0,
YME1_YEAST,P32795,P32795 YME1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YME1 PE=1 SV=1,YME1,747,OS=Saccharomyces,1,0.999,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,
NGR1_YEAST,P32831,P32831 NGR1_YEAST Negative growth regulatory protein NGR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NGR1 PE=1 SV=2,NGR1,672,OS=Saccharomyces,1,0.9989,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,
SEC6_YEAST,P32844,P32844 SEC6_YEAST Exocyst complex component SEC6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC6 PE=1 SV=2,SEC6,805,OS=Saccharomyces,1,0.997,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,
SEC8_YEAST,P32855,P32855 SEC8_YEAST Exocyst complex component SEC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC8 PE=1 SV=1,SEC8,1065,OS=Saccharomyces,1,0.9937,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,
PTM1_YEAST,P32857,P32857 PTM1_YEAST Membrane protein PTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTM1 PE=1 SV=2,PTM1,523,OS=Saccharomyces,1,0.9984,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,
UGPA1_YEAST,P32861,P32861 UGPA1_YEAST UTP--glucose-1-phosphate uridylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UGP1 PE=1 SV=1,UGP1,499,OS=Saccharomyces,1,0.999,21,175,174,175,0,0,0,0,21,23,0,0,0,0,0,0,19,4,1,0,0,0,0,0,44,10,0,0,0,0,0,0,7,42,4,0,
RAEP_YEAST,P32864,P32864 RAEP_YEAST Rab proteins geranylgeranyltransferase component A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRS6 PE=1 SV=2,MRS6,603,OS=Saccharomyces,1,0.999,9,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,
KPR1_YEAST,P32895,P32895 KPR1_YEAST Ribose-phosphate pyrophosphokinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS1 PE=1 SV=1,PRS1,427,OS=Saccharomyces,1,0.999,10,31,31,31,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,
SKG6_YEAST,P32900,P32900 SKG6_YEAST Protein SKG6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SKG6 PE=1 SV=2,SKG6,734,OS=Saccharomyces,1,0.9973,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,
SC61A_YEAST,P32915,P32915 SC61A_YEAST Protein transport protein SEC61 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC61 PE=1 SV=1,SEC61,480,OS=Saccharomyces,1,0.9979,7,22,22,22,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,
MRT4_YEAST,P33201,P33201 MRT4_YEAST Ribosome assembly factor MRT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRT4 PE=1 SV=1,MRT4,236,OS=Saccharomyces,1,0.9976,7,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,
UFD4_YEAST,P33202,P33202 UFD4_YEAST Ubiquitin fusion degradation protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UFD4 PE=1 SV=1,UFD4,1483,OS=Saccharomyces,1,0.999,20,67,67,67,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,28,3,0,0,0,0,
PRP40_YEAST,P33203,P33203 PRP40_YEAST Pre-mRNA-processing protein PRP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP40 PE=1 SV=1,PRP40,583,OS=Saccharomyces,1,0.999,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,
PRS6A_YEAST,P33297,P33297 PRS6A_YEAST 26S protease regulatory subunit 6A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT5 PE=1 SV=3,RPT5,434,OS=Saccharomyces,1,0.999,7,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,8,0,0,
PRS6B_YEAST,P33298,P33298 PRS6B_YEAST 26S protease regulatory subunit 6B homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT3 PE=1 SV=2,RPT3,428,OS=Saccharomyces,1,0.9989,4,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,0,0,
PRS7_YEAST,P33299,P33299 PRS7_YEAST 26S protease regulatory subunit 7 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT1 PE=1 SV=1,RPT1,467,OS=Saccharomyces,1,0.999,9,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,9,0,0,
PDR5_YEAST,P33302,P33302 PDR5_YEAST Pleiotropic ABC efflux transporter of multiple drugs OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDR5 PE=1 SV=1,PDR5,1511,OS=Saccharomyces,1,0.999,22,111,69,111,0,0,22,4,0,0,0,0,0,0,25,0,0,0,0,0,0,2,18,3,0,0,0,0,0,1,29,7,0,0,0,0,
SFC1_YEAST,P33303,P33303 SFC1_YEAST Succinate/fumarate mitochondrial transporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFC1 PE=1 SV=2,SFC1,322,OS=Saccharomyces,1,0.999,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
CSE1_YEAST,P33307,P33307 CSE1_YEAST Importin alpha re-exporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CSE1 PE=1 SV=2,CSE1,960,OS=Saccharomyces,1,0.9989,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,
DOM34_YEAST,P33309,P33309 DOM34_YEAST Protein DOM34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DOM34 PE=1 SV=2,DOM34,386,OS=Saccharomyces,1,0.999,8,23,23,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,1,0,
MDL1_YEAST,P33310,"P33310 MDL1_YEAST ATP-dependent permease MDL1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDL1 PE=1 SV=2",MDL1,695,OS=Saccharomyces,1,0.999,7,13,11,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,
MDL2_YEAST,P33311,"P33311 MDL2_YEAST ATP-dependent permease MDL2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDL2 PE=1 SV=3",MDL2,773,OS=Saccharomyces,1,0.9989,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,
SERC_YEAST,P33330,P33330 SERC_YEAST Phosphoserine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SER1 PE=1 SV=1,SER1,395,OS=Saccharomyces,1,0.9979,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,
PLSC_YEAST,P33333,P33333 PLSC_YEAST Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLC1 PE=1 SV=1,SLC1,303,OS=Saccharomyces,1,0.999,10,29,29,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,
SLA2_YEAST,P33338,P33338 SLA2_YEAST Protein SLA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLA2 PE=1 SV=5,SLA2,968,OS=Saccharomyces,1,0.999,19,68,65,68,0,0,0,9,0,0,0,0,0,0,7,4,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,20,5,0,0,0,
PGM1_YEAST,P33401,P33401 PGM1_YEAST Phosphoglucomutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGM1 PE=1 SV=1,PGM1,570,OS=Saccharomyces,1,0.999,9,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,1,0,0,
HSP78_YEAST,P33416,"P33416 HSP78_YEAST Heat shock protein 78, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP78 PE=1 SV=2",HSP78,811,OS=Saccharomyces,1,0.9989,9,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,
XPOT_YEAST,P33418,P33418 XPOT_YEAST Exportin-T OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LOS1 PE=1 SV=1,LOS1,1100,OS=Saccharomyces,1,0.999,8,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,8,1,0,0,0,
RS3A1_YEAST,P33442,P33442 RS3A1_YEAST 40S ribosomal protein S1-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS1A PE=1 SV=2,RPS1A,255,OS=Saccharomyces,1,0.999,13,59,16,59,0,0,0,0,0,2,6,0,0,0,0,0,0,1,23,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,16,0,
HIS5_YEAST,P33734,P33734 HIS5_YEAST Imidazole glycerol phosphate synthase hisHF OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS7 PE=1 SV=2,HIS7,552,OS=Saccharomyces,1,0.999,12,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,0,0,
SEC66_YEAST,P33754,P33754 SEC66_YEAST Translocation protein SEC66 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC66 PE=1 SV=1,SEC66,206,OS=Saccharomyces,1,0.9981,8,21,21,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,
NPL4_YEAST,P33755,P33755 NPL4_YEAST Nuclear protein localization protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NPL4 PE=1 SV=1,NPL4,580,OS=Saccharomyces,1,0.9989,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
PEX6_YEAST,P33760,P33760 PEX6_YEAST Peroxisomal ATPase PEX6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX6 PE=1 SV=1,PEX6,1030,OS=Saccharomyces,1,0.9964,3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,
OSTB_YEAST,P33767,P33767 OSTB_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WBP1 PE=1 SV=1,WBP1,430,OS=Saccharomyces,1,0.9989,2,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,
GCN1_YEAST,P33892,P33892 GCN1_YEAST Translational activator GCN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCN1 PE=1 SV=1,GCN1,2672,OS=Saccharomyces,1,0.999,34,91,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,1,0,0,0,0,0,9,37,4,0,0,0,0,
VPS35_YEAST,P34110,P34110 VPS35_YEAST Vacuolar protein sorting-associated protein 35 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS35 PE=1 SV=2,VPS35,944,OS=Saccharomyces,1,0.9982,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,
SIP2_YEAST,P34164,P34164 SIP2_YEAST SNF1 protein kinase subunit beta-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIP2 PE=1 SV=3,SIP2,415,OS=Saccharomyces,1,0.9987,5,27,15,27,0,0,0,0,2,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,8,1,0,
EDE1_YEAST,P34216,P34216 EDE1_YEAST EH domain-containing and endocytosis protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EDE1 PE=1 SV=2,EDE1,1381,OS=Saccharomyces,1,0.999,16,89,89,89,0,8,10,2,0,0,0,0,0,10,19,0,0,0,0,0,0,7,11,4,0,0,0,0,0,5,12,1,0,0,0,0,
PIN4_YEAST,P34217,P34217 PIN4_YEAST RNA-binding protein PIN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIN4 PE=1 SV=1,PIN4,668,OS=Saccharomyces,1,0.999,4,13,13,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,2,0,0,
PP2C3_YEAST,P34221,P34221 PP2C3_YEAST Protein phosphatase 2C homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTC3 PE=1 SV=4,PTC3,468,OS=Saccharomyces,1,0.999,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
PTH2_YEAST,P34222,P34222 PTH2_YEAST Peptidyl-tRNA hydrolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTH2 PE=1 SV=2,PTH2,208,OS=Saccharomyces,1,0.999,8,27,27,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,
CASP_YEAST,P34237,P34237 CASP_YEAST Protein CASP OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COY1 PE=1 SV=2,COY1,679,OS=Saccharomyces,1,0.9949,4,13,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,5,0,
ZRT3_YEAST,P34240,P34240 ZRT3_YEAST Zinc-regulated transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZRT3 PE=1 SV=2,ZRT3,503,OS=Saccharomyces,1,0.9976,3,13,13,13,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,2,0,0,
URB1_YEAST,P34241,P34241 URB1_YEAST Nucleolar pre-ribosomal-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URB1 PE=1 SV=2,URB1,1764,OS=Saccharomyces,1,0.999,10,17,17,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,
