Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
ECM33_YEAST,P38248,P38248 ECM33_YEAST Cell wall protein ECM33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM33 PE=1 SV=3,ECM33,429,OS=Saccharomyces,1,0.999,3,40,40,40,3,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,2,6,5,0,0,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
EIF3A_YEAST,P38249,P38249 EIF3A_YEAST Eukaryotic translation initiation factor 3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPG1 PE=1 SV=1,RPG1,964,OS=Saccharomyces,1,0.9987,5,13,13,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
IST2_YEAST,P38250,P38250 IST2_YEAST Increased sodium tolerance protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IST2 PE=1 SV=2,IST2,946,OS=Saccharomyces,1,0.999,15,113,112,113,0,0,16,0,5,3,2,0,0,14,0,0,3,0,0,0,0,0,17,0,4,2,0,0,0,4,20,0,0,0,0,0,0,0,16,0,2,0,0,0,2,0,2,0,1,0,0,0,
PHO88_YEAST,P38264,P38264 PHO88_YEAST Inorganic phosphate transport protein PHO88 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO88 PE=1 SV=1,PHO88,188,OS=Saccharomyces,1,0.9988,4,20,20,20,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,
GUAA_YEAST,P38625,P38625 GUAA_YEAST GMP synthase [glutamine-hydrolyzing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUA1 PE=1 SV=4,GUA1,525,OS=Saccharomyces,1,0.9986,5,22,22,22,0,0,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,
NCB5R_YEAST,P38626,P38626 NCB5R_YEAST NADH-cytochrome b5 reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBR1 PE=1 SV=2,CBR1,284,OS=Saccharomyces,1,0.9989,12,59,59,59,0,0,0,0,8,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,8,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,
FKS1_YEAST,P38631,"P38631 FKS1_YEAST 1,3-beta-glucan synthase component FKS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FKS1 PE=1 SV=2",FKS1,1876,OS=Saccharomyces,1,0.999,42,674,329,674,21,32,17,9,0,0,0,0,103,108,6,1,0,0,0,0,18,115,16,2,0,0,0,0,4,101,12,2,0,0,0,0,8,17,6,2,0,0,0,0,0,7,65,2,0,0,0,0,
KPR3_YEAST,P38689,P38689 KPR3_YEAST Ribose-phosphate pyrophosphokinase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS3 PE=1 SV=1,PRS3,320,OS=Saccharomyces,1,0.9987,7,31,31,31,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,
HXT5_YEAST,P38695,P38695 HXT5_YEAST Probable glucose transporter HXT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT5 PE=1 SV=1,HXT5,592,OS=Saccharomyces,1,0.9934,2,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IMDH2_YEAST,P38697,P38697 IMDH2_YEAST Inosine-5'-monophosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMD2 PE=1 SV=1,IMD2,523,OS=Saccharomyces,1,0.999,3,10,1,10,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,
RS20_YEAST,P38701,P38701 RS20_YEAST 40S ribosomal protein S20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS20 PE=1 SV=3,RPS20,121,OS=Saccharomyces,1,0.999,5,121,121,121,0,1,2,4,5,4,10,0,0,2,1,1,3,0,11,0,0,3,3,3,3,3,11,0,0,4,2,1,2,2,11,0,0,0,3,2,2,1,8,0,0,0,3,1,2,2,5,0,
RRP3_YEAST,P38712,P38712 RRP3_YEAST ATP-dependent rRNA helicase RRP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP3 PE=1 SV=2,RRP3,501,OS=Saccharomyces,1,0.9938,3,6,6,6,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
DBP8_YEAST,P38719,P38719 DBP8_YEAST ATP-dependent RNA helicase DBP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP8 PE=1 SV=1,DBP8,431,OS=Saccharomyces,1,0.9982,6,22,22,22,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,
RPN1_YEAST,P38764,P38764 RPN1_YEAST 26S proteasome regulatory subunit RPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN1 PE=1 SV=3,RPN1,993,OS=Saccharomyces,1,0.999,6,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,
SSZ1_YEAST,P38788,P38788 SSZ1_YEAST Ribosome-associated complex subunit SSZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSZ1 PE=1 SV=2,SSZ1,538,OS=Saccharomyces,1,0.9988,4,26,26,26,0,0,5,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,
RPF1_YEAST,P38805,P38805 RPF1_YEAST Ribosome production factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPF1 PE=1 SV=1,RPF1,295,OS=Saccharomyces,1,0.9989,7,21,21,21,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,
YHP7_YEAST,P38809,P38809 YHP7_YEAST Uncharacterized protein YHR097C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHR097C PE=1 SV=1,YHR097C,366,OS=Saccharomyces,1,0.999,8,71,69,71,0,0,0,8,9,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,8,0,0,0,
TOM71_YEAST,P38825,P38825 TOM71_YEAST Protein TOM71 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOM71 PE=1 SV=1,TOM71,639,OS=Saccharomyces,1,0.9919,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
LSM12_YEAST,P38828,P38828 LSM12_YEAST Protein LSM12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM12 PE=1 SV=1,LSM12,187,OS=Saccharomyces,1,0.9976,4,18,18,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,
NACA_YEAST,P38879,P38879 NACA_YEAST Nascent polypeptide-associated complex subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EGD2 PE=1 SV=3,EGD2,174,OS=Saccharomyces,1,0.999,5,28,28,28,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,
FKBP3_YEAST,P38911,P38911 FKBP3_YEAST FK506-binding nuclear protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FPR3 PE=1 SV=2,FPR3,411,OS=Saccharomyces,1,0.9977,3,7,7,7,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RRP8_YEAST,P38961,P38961 RRP8_YEAST 25S rRNA (adenine(645)-N(1))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP8 PE=1 SV=2,RRP8,392,OS=Saccharomyces,1,0.9894,4,7,7,7,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
SEC31_YEAST,P38968,P38968 SEC31_YEAST Protein transport protein SEC31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC31 PE=1 SV=3,SEC31,1273,OS=Saccharomyces,1,0.998,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
SRP14_YEAST,P38985,P38985 SRP14_YEAST Signal recognition particle subunit SRP14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP14 PE=1 SV=1,SRP14,146,OS=Saccharomyces,1,0.9881,3,6,6,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STT3_YEAST,P39007,P39007 STT3_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STT3 PE=1 SV=2,STT3,718,OS=Saccharomyces,1,0.9941,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,
POP2_YEAST,P39008,P39008 POP2_YEAST Poly(A) ribonuclease POP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POP2 PE=1 SV=2,POP2,433,OS=Saccharomyces,1,0.999,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
STM1_YEAST,P39015,P39015 STM1_YEAST Suppressor protein STM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STM1 PE=1 SV=3,STM1,273,OS=Saccharomyces,1,0.999,6,41,41,41,0,0,2,3,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,3,0,0,0,
TCPG_YEAST,P39077,P39077 TCPG_YEAST T-complex protein 1 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT3 PE=1 SV=2,CCT3,534,OS=Saccharomyces,1,0.9978,9,21,21,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,1,0,0,0,
TCPD_YEAST,P39078,P39078 TCPD_YEAST T-complex protein 1 subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT4 PE=1 SV=2,CCT4,528,OS=Saccharomyces,1,0.999,8,28,28,28,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,
TCPZ_YEAST,P39079,P39079 TCPZ_YEAST T-complex protein 1 subunit zeta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT6 PE=1 SV=1,CCT6,546,OS=Saccharomyces,1,0.9931,3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MNN1_YEAST,P39106,"P39106 MNN1_YEAST Alpha-1,3-mannosyltransferase MNN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MNN1 PE=1 SV=1",MNN1,762,OS=Saccharomyces,1,0.9908,3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MNN9_YEAST,P39107,P39107 MNN9_YEAST Mannan polymerase complexes subunit MNN9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MNN9 PE=1 SV=3,MNN9,395,OS=Saccharomyces,1,0.9958,3,12,12,12,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,
RS14B_YEAST,P39516,P39516 RS14B_YEAST 40S ribosomal protein S14-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS14B PE=1 SV=2,RPS14B,138,OS=Saccharomyces,1,0.999,9,351,21,351,0,2,5,2,4,4,44,3,1,4,2,3,4,0,47,3,1,4,6,1,3,4,37,2,0,3,4,0,3,5,35,9,0,1,3,2,3,3,45,5,1,0,4,1,3,2,27,6,
DHH1_YEAST,P39517,P39517 DHH1_YEAST ATP-dependent RNA helicase DHH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DHH1 PE=1 SV=1,DHH1,506,OS=Saccharomyces,1,0.9985,5,14,14,14,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ILV3_YEAST,P39522,"P39522 ILV3_YEAST Dihydroxy-acid dehydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV3 PE=1 SV=2",ILV3,585,OS=Saccharomyces,1,0.9989,5,7,7,7,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
YM11_YEAST,P39523,P39523 YM11_YEAST Uncharacterized protein YMR124W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR124W PE=1 SV=2,YMR124W,943,OS=Saccharomyces,1,0.9987,6,21,21,21,0,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
ATC3_YEAST,P39524,P39524 ATC3_YEAST Probable phospholipid-transporting ATPase DRS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DRS2 PE=1 SV=2,DRS2,1355,OS=Saccharomyces,1,0.9961,3,6,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LAA1_YEAST,P39526,P39526 LAA1_YEAST AP-1 accessory protein LAA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAA1 PE=1 SV=1,LAA1,2014,OS=Saccharomyces,1,0.999,11,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,
FHP_YEAST,P39676,P39676 FHP_YEAST Flavohemoprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHB1 PE=1 SV=2,YHB1,399,OS=Saccharomyces,1,0.999,4,32,32,32,0,0,1,4,5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,4,0,0,0,
ERV46_YEAST,P39727,P39727 ERV46_YEAST ER-derived vesicles protein ERV46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV46 PE=1 SV=2,ERV46,415,OS=Saccharomyces,1,0.999,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
IF2P_YEAST,P39730,P39730 IF2P_YEAST Eukaryotic translation initiation factor 5B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUN12 PE=1 SV=2,FUN12,1002,OS=Saccharomyces,1,0.9971,6,26,26,26,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,
NOC2_YEAST,P39744,P39744 NOC2_YEAST Nucleolar complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOC2 PE=1 SV=2,NOC2,710,OS=Saccharomyces,1,0.9985,3,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SSO2_YEAST,P39926,P39926 SSO2_YEAST Protein SSO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSO2 PE=1 SV=2,SSO2,295,OS=Saccharomyces,1,0.9915,2,7,1,7,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
IF4F1_YEAST,P39935,P39935 IF4F1_YEAST Eukaryotic initiation factor 4F subunit p150 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF4631 PE=1 SV=2,TIF4631,952,OS=Saccharomyces,1,0.9983,3,6,6,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RSP5_YEAST,P39940,P39940 RSP5_YEAST E3 ubiquitin-protein ligase RSP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSP5 PE=1 SV=1,RSP5,809,OS=Saccharomyces,1,0.9958,4,7,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SAHH_YEAST,P39954,P39954 SAHH_YEAST Adenosylhomocysteinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAH1 PE=1 SV=1,SAH1,449,OS=Saccharomyces,1,0.999,9,74,74,74,1,1,6,13,0,0,0,0,0,5,0,8,0,0,0,0,0,2,2,5,2,0,0,0,2,2,4,3,1,0,0,0,0,0,3,6,0,0,1,0,0,0,2,4,1,0,0,0,
KC13_YEAST,P39962,P39962 KC13_YEAST Casein kinase I homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCK3 PE=1 SV=2,YCK3,524,OS=Saccharomyces,1,0.999,5,36,36,36,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,
VAC8_YEAST,P39968,P39968 VAC8_YEAST Vacuolar protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAC8 PE=1 SV=3,VAC8,578,OS=Saccharomyces,1,0.984,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATC6_YEAST,P39986,P39986 ATC6_YEAST Manganese-transporting ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPF1 PE=1 SV=1,SPF1,1215,OS=Saccharomyces,1,0.9848,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
SNU13_YEAST,P39990,P39990 SNU13_YEAST 13 kDa ribonucleoprotein-associated protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNU13 PE=1 SV=1,SNU13,126,OS=Saccharomyces,1,0.999,4,17,17,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
EDC3_YEAST,P39998,P39998 EDC3_YEAST Enhancer of mRNA-decapping protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EDC3 PE=1 SV=1,EDC3,551,OS=Saccharomyces,1,0.9953,4,11,11,11,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOP16_YEAST,P40007,P40007 NOP16_YEAST Nucleolar protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP16 PE=1 SV=1,NOP16,231,OS=Saccharomyces,1,0.9983,3,10,10,10,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,
NUG1_YEAST,P40010,P40010 NUG1_YEAST Nuclear GTP-binding protein NUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUG1 PE=1 SV=1,NUG1,520,OS=Saccharomyces,1,0.9989,9,48,45,48,0,0,6,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,
RPN3_YEAST,P40016,P40016 RPN3_YEAST 26S proteasome regulatory subunit RPN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN3 PE=1 SV=5,RPN3,523,OS=Saccharomyces,1,0.9982,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
ARB1_YEAST,P40024,P40024 ARB1_YEAST ABC transporter ATP-binding protein ARB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARB1 PE=1 SV=1,ARB1,610,OS=Saccharomyces,1,0.999,4,9,9,9,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PIC2_YEAST,P40035,P40035 PIC2_YEAST Mitochondrial phosphate carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIC2 PE=1 SV=1,PIC2,300,OS=Saccharomyces,1,0.9981,5,24,24,24,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,
VTC1_YEAST,P40046,P40046 VTC1_YEAST Vacuolar transporter chaperone 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC1 PE=1 SV=3,VTC1,129,OS=Saccharomyces,1,0.9803,3,9,9,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
UTP7_YEAST,P40055,P40055 UTP7_YEAST U3 small nucleolar RNA-associated protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP7 PE=1 SV=1,UTP7,554,OS=Saccharomyces,1,0.999,9,30,30,30,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,
DOT6_YEAST,P40059,P40059 DOT6_YEAST Transcriptional regulatory protein DOT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DOT6 PE=1 SV=1,DOT6,670,OS=Saccharomyces,1,0.9989,3,16,15,16,0,0,2,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
IMB4_YEAST,P40069,P40069 IMB4_YEAST Importin subunit beta-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP123 PE=1 SV=1,KAP123,1113,OS=Saccharomyces,1,0.999,18,58,57,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,19,0,0,0,0,0,
