"orf_name","row","column","cor","num_obs","gene1","gene2","SGD","ENTREZID","GENENAME","ENSEMBL","DESCRIPTION"
"YDR267C","chr2_614024","chr4_1002510",0.673229829394287,1986,"YBR196C-A","YDR267C","S000002675","851860","CIA1","YDR267C","Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at late step of Fe-S cluster assembly; forms CIA targeting complex with Cia2p and Met18p that directs Fe-S cluster incorporation into subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, telomere maintenance; contains WD40 repeats; human homolog CIAO1 can complement yeast cia1 null mutant"
"YPL091W","chr2_614024","chr16_375502",0.673229608905601,1986,"YBR196C-A","YPL091W","S000006012","856014","GLR1","YPL091W","Cytosolic and mitochondrial glutathione oxidoreductase; converts oxidized glutathione to reduced glutathione; cytosolic Glr1p is the main determinant of the glutathione redox state of the mitochondrial intermembrane space; mitochondrial Glr1p has a role in resistance to hyperoxia; protein abundance increases in response to DNA replication stress"
"YDL109C","chr2_614024","chr4_265258",0.67316805875162,1979,"YBR196C-A","YDL109C","S000002267","851449",NA,"YDL109C","Putative lipase; involved in lipid metabolism; not an essential gene; YDL109C has a paralog, ROG1, that arose from the whole genome duplication"
"YLL012W","chr2_614024","chr12_125534",0.67316238035622,1984,"YBR196C-A","YLL012W","S000003935","850648","YEH1","YLL012W","Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication"
"YGR104C","chr2_614024","chr7_697445",0.673149946082183,1986,"YBR196C-A","YGR104C","S000003336","852996","SRB5","YGR104C","Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; required for proper termination of transcription for some genes; involved in telomere maintenance"
"YDR225W","chr2_614024","chr4_915530",0.673060563778124,1986,"YBR196C-A","YDR225W","S000002633","851811","HTA1","YDR225W","Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical subtypes (see also HTA2); DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p; N-terminally propionylated in vivo"
"YKL067W","chr2_614024","chr11_314812",0.673059283710364,1986,"YBR196C-A","YKL067W","S000001550","853798","YNK1","YKL067W","Nucleoside diphosphate kinase; catalyzes the transfer of gamma phosphates from nucleoside triphosphates, usually ATP, to nucleoside diphosphates by a mechanism that involves formation of an autophosphorylated enzyme intermediate; protein abundance increases in response to DNA replication stress"
"YCR075W-A","chr2_614024","chr3_248975",0.67289235788486,1978,"YBR196C-A","YCR075W-A","S000028519","1466399","EGO2","YCR075W-A","Component of the EGO and GSE complexes; identified by homology to Ashbya gossypii; YCR075W-A has a paralog, YNR034W-A, that arose from the whole genome duplication"
"YDR188W","chr2_614024","chr4_836421",0.672848880321391,1986,"YBR196C-A","YDR188W","S000002596","851768","CCT6","YDR188W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif"
"YHR191C","chr2_614024","chr8_486230",0.672810538384905,1983,"YBR196C-A","YHR191C","S000001234","856598","CTF8","YHR191C","Subunit of a complex with Ctf18p; shares some subunits with Replication Factor C; required for sister chromatid cohesion"
"YJL118W","chr2_614024","chr10_191639",0.672686140743092,1975,"YBR196C-A","YJL118W","S000003654","853323",NA,"YJL118W","Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YJL118W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein"
"YPR098C","chr2_614024","chr16_728947",0.672642079626696,1986,"YBR196C-A","YPR098C","S000006302","856213",NA,"YPR098C","Protein of unknown function; localized to the mitochondrial outer membrane"
"YGR149W","chr2_614024","chr7_789031",0.672571992491057,1986,"YBR196C-A","YGR149W","S000003381","853052","GPC1","YGR149W","Glycerophosphocholine acyltransferase (GPCAT); involved in in phosphatidylcholine (PC) synthesis; uses acetyl-CoA to acylate glycero-3-phosphocholine to yield lyso-PC; also catalyzes acylation of glycerophosphoethanolamine with acyl-CoA; predicted to be an integal membrane protein"
"YDR208W","chr2_614024","chr4_868224",0.672508972000892,1986,"YBR196C-A","YDR208W","S000002616","851789","MSS4","YDR208W","Phosphatidylinositol-4-phosphate 5-kinase; involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation"
"YNL046W","chr2_614024","chr14_542304",0.672414372948815,1986,"YBR196C-A","YNL046W","S000004991","855681",NA,"YNL046W","Putative protein of unknown function; expression depends on Swi5p; GFP-fusion protein localizes to the endoplasmic reticulum; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)"
"YOR238W","chr2_614024","chr15_783668",0.672384297717419,1986,"YBR196C-A","YOR238W","S000005764","854413",NA,"YOR238W","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YLR268W","chr2_614024","chr12_680200",0.672280683016274,1986,"YBR196C-A","YLR268W","S000004258","850973","SEC22","YLR268W","R-SNARE protein; assembles into SNARE complex with Bet1p, Bos1p and Sed5p; cycles between the ER and Golgi complex; involved in anterograde and retrograde transport between the ER and Golgi; synaptobrevin homolog"
"YGR138C","chr2_614024","chr7_763762",0.67215842490371,1985,"YBR196C-A","YGR138C","S000003370","853039","TPO2","YGR138C","Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; TPO2 has a paralog, TPO3, that arose from the whole genome duplication"
"YLR115W","chr2_614024","chr12_377985",0.672088776838074,1986,"YBR196C-A","YLR115W","S000004105","850806","CFT2","YLR115W","Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage, polyadenylation and poly(A) site recognition, 43% similarity with the mammalian CPSF-100 protein."
"YPR067W","chr2_614024","chr16_682220",0.672088331703081,1986,"YBR196C-A","YPR067W","S000006271","856180","ISA2","YPR067W","Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa1p and possibly Iba57p; localizes to the mitochondrial intermembrane space, overexpression of ISA2 suppresses grx5 mutations"
"YCR026C","chr2_614024","chr3_164111",0.672053613072613,1986,"YBR196C-A","YCR026C","S000000621","850391","NPP1","YCR026C","Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog, NPP2, that arose from the whole genome duplication, and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants"
"YOR211C","chr2_614024","chr15_738924",0.67204666509676,1986,"YBR196C-A","YOR211C","S000005737","854386","MGM1","YOR211C","Mitochondrial GTPase, present in complex with Ugo1p and Fzo1p; required for mitochondrial morphology, fusion, and genome maintenance; promotes membrane bending; exists as long and short form with different distributions; ratio of long to short forms is regulated by Psd1p; homolog of human OPA1 involved in autosomal dominant optic atrophy"
"YGL063W","chr2_614024","chr7_383654",0.672045514213224,1978,"YBR196C-A","YGL063W","S000003031","852817","PUS2","YGL063W","Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification; mutation also affects pseudouridylation of some nuclear-encoded mRNAs; PUS2 has a paralog, PUS1, that arose from the whole genome duplication"
"YDR323C","chr2_614024","chr4_1112480",0.67204153984772,1986,"YBR196C-A","YDR323C","S000002731","851923","PEP7","YDR323C","Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance"
"YGR117C","chr2_614024","chr7_725049",0.672025726076349,1986,"YBR196C-A","YGR117C","S000003349","853014",NA,"YGR117C","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YGR132C","chr2_614024","chr7_755589",0.671954133209036,1986,"YBR196C-A","YGR132C","S000003364","853033","PHB1","YGR132C","Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR)"
"YPL109C","chr2_614024","chr16_345264",0.671954133209036,1986,"YBR196C-A","YPL109C","S000006030","855995",NA,"YPL109C","UbiB family protein; contains transmembrane domain and mitochondrial targeting sequence; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YMR041C","chr2_614024","chr13_350966",0.671862488943436,1984,"YBR196C-A","YMR041C","S000004644","855057","ARA2","YMR041C","NAD-dependent arabinose dehydrogenase; involved in biosynthesis of dehydro-D-arabinono-1,4-lactone; similar to plant L-galactose dehydrogenase"
"YGL210W","chr2_614024","chr7_93792",0.671855146749401,1986,"YBR196C-A","YGL210W","S000003178","852662","YPT32","YGL210W","Rab family GTPase involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi; protein abundance increases in response to DNA replication stress; YPT32 has a paralog, YPT31, that arose from the whole genome duplication"
"YBR270C","chr2_614024","chr2_742761",0.671844592296966,1983,"YBR196C-A","YBR270C","S000000474","852573","BIT2","YBR270C","Subunit of TORC2 membrane-associated complex; involved in regulation of actin cytoskeletal dynamics during polarized growth and cell wall integrity; interacts with Slm1p and Slm2p, homologous PH domain-containing TORC2 substrates; BIT2 has a paralog, BIT61, that arose from the whole genome duplication"
"YBR173C","chr2_581726","chr2_614024",0.671686055269429,1986,"YBR173C","YBR196C-A","S000000377","852471","UMP1","YBR173C","Chaperone required for correct maturation of the 20S proteasome; short-lived chaperone; may inhibit premature dimerization of proteasome half-mers; degraded by proteasome upon completion of its assembly"
"YGL187C","chr2_614024","chr7_149704",0.671644000052873,1983,"YBR196C-A","YGL187C","S000003155","852688","COX4","YGL187C","Subunit IV of cytochrome c oxidase; the terminal member of the mitochondrial inner membrane electron transport chain; precursor N-terminal 25 residues are cleaved during mitochondrial import; phosphorylated; spermidine enhances translation"
"YLR407W","chr2_614024","chr12_932967",0.671603778736031,1986,"YBR196C-A","YLR407W","S000004399","851123",NA,"YLR407W","Putative protein of unknown function; null mutant displays elongated buds and a large fraction of budded cells have only one nucleus"
"YNL287W","chr2_614024","chr14_91994",0.671469925544851,1986,"YBR196C-A","YNL287W","S000005231","855429","SEC21","YNL287W","Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo"
"YBL047C","chr2_127895","chr2_614024",0.67146824202759,1986,"YBL047C","YBR196C-A","S000000143","852233","EDE1","YBL047C","Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15"
"YJR102C","chr2_614024","chr10_619157",0.671413622590132,1986,"YBR196C-A","YJR102C","S000003863","853566","VPS25","YJR102C","Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome"
"YPR120C","chr2_614024","chr16_773875",0.671278597990413,1986,"YBR196C-A","YPR120C","S000006324","856237","CLB5","YPR120C","B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1 phase; CLB5 has a paralog, CLB6, that arose from the whole genome duplication"
"YBR205W","chr2_614024","chr2_633622",0.671271657082141,1986,"YBR196C-A","YBR205W","S000000409","852504","KTR3","YBR205W","Putative alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; Svp26p mediates uptake of Ktr3p into COPII vesicles; relocalizes from nucleus to vacuole upon DNA replication stress"
