"","GENENAME","ENTREZID","ENSEMBL","DESCRIPTION","min_peps","min_prob","min_crap_expt","orf_name","status","pma_int"
"702","MNN5","853253","YJL186W","Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment","1","80","13","YJL186W","Interaction Data Present","Not A PMA1 Interactor"
"718","MON2","855420","YNL297C","Protein with a role in endocytosis and vacuole integrity; peripheral membrane protein; interacts with and negatively regulates Arl1p; localizes to the endosome; member of the Sec7p family of proteins","1","80","13","YNL297C","Interaction Data Present","Not A PMA1 Interactor"
"735","MSN5","851935","YDR335W","Karyopherin; involved in nuclear import and export of proteins, including import of replication protein A and export of Far1p and transcription factors Swi5p, Swi6p, Msn2p, and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog","1","80","13","YDR335W","Interaction Data Present","Not A PMA1 Interactor"
"742","NDI1","854919","YML120C","NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons, in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress, is activated in mitochondria by N-terminal cleavage, then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4, implicated in Leber hereditary optic neuropathy","1","80","13","YML120C","Interaction Data Present","Not A PMA1 Interactor"
"756","NEW1","855875","YPL226W","ATP binding cassette protein; cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction","1","80","13","YPL226W","Interaction Data Present","Not A PMA1 Interactor"
"779","NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress","1","80","13","YJR072C","Interaction Data Present","Not A PMA1 Interactor"
"800","NUP133","853957","YKR082W","Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133","1","80","13","YKR082W","Interaction Data Present","Not A PMA1 Interactor"
"831","NUP188","854868","YML103C","Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188","1","80","13","YML103C","Interaction Data Present","Not A PMA1 Interactor"
"853","NUP192","853410","YJL039C","Essential subunit of inner ring of nuclear pore complex (NPC); plays a role in modulating transport through the NPC; homologous to human NUP205","1","80","13","YJL039C","No Interaction Data","Not A PMA1 Interactor"
"866","OLA1","852313","YBR025C","P-loop ATPase with similarity to human OLA1 and bacterial YchF; identified as specifically interacting with the proteasome; null mutant displays increased translation rate and increased readthrough of premature stop codons; protein abundance increases in response to hydrogen peroxide and to DNA replication stress","1","80","13","YBR025C","Interaction Data Present","Not A PMA1 Interactor"
"877","OLE1","852825","YGL055W","Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria","1","80","13","YGL055W","Interaction Data Present","Not A PMA1 Interactor"
"894","PDC1","850733","YLR044C","Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo","1","80","13","YLR044C","Interaction Data Present","Not A PMA1 Interactor"
"897","PDR12","856049","YPL058C","Plasma membrane ATP-binding cassette (ABC) transporter; weak-acid-inducible multidrug transporter required for weak organic acid resistance; induced by sorbate and benzoate and regulated by War1p; mutants exhibit sorbate hypersensitivity","1","80","13","YPL058C","No Interaction Data","Not A PMA1 Interactor"
"916","PGK1","850370","YCR012W","3-phosphoglycerate kinase; catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP; key enzyme in glycolysis and gluconeogenesis","1","80","13","YCR012W","Interaction Data Present","Not A PMA1 Interactor"
"947","PHO81","853148","YGR233C","Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress","1","80","13","YGR233C","Interaction Data Present","Not A PMA1 Interactor"
"957","PHO91","855747","YNR013C","Low-affinity vacuolar phosphate transporter; exports phosphate from the vacuolar lumen to the cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of the PHO pathway; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth","1","80","13","YNR013C","Interaction Data Present","Not A PMA1 Interactor"
"994","PRO3","856744","YER023W","Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis","1","80","13","YER023W","Interaction Data Present","Not A PMA1 Interactor"
"1009","PRS1","853654","YKL181W","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; plays a key role in cell wall integrity (CWI) pathway; one of five related enzymes, which are active as heteromultimeric complexes; missense mutations in human homolog PRPS1 are associated with neuropathic Arts syndrome and Charcot-Marie Tooth (CMTX5) disease","1","80","13","YKL181W","Interaction Data Present","Not A PMA1 Interactor"
"1021","PRS5","854093","YOL061W","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; forms cytoplasmic foci upon DNA replication stress","1","80","13","YOL061W","Interaction Data Present","Not A PMA1 Interactor"
"1025","PSA1","851504","YDL055C","GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase); synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure","1","80","13","YDL055C","Interaction Data Present","Not A PMA1 Interactor"
"1050","QRI1","851455","YDL103C","UDP-N-acetylglucosamine pyrophosphorylase; catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis; protein abundance increases in response to DNA replication stress","1","80","13","YDL103C","Interaction Data Present","Not A PMA1 Interactor"
"1051","RNA1","855275","YMR235C","GTPase activating protein (GAP) for Gsp1p; involved in nuclear transport","1","80","13","YMR235C","Interaction Data Present","Not A PMA1 Interactor"
"1066","RNR2","853427","YJL026W","Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication","1","80","13","YJL026W","Interaction Data Present","Not A PMA1 Interactor"
"1084","RPB2","854322","YOR151C","RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit","1","80","13","YOR151C","Interaction Data Present","Not A PMA1 Interactor"
"1094","RPG1","852371","YBR079C","eIF3a subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; involved in translation reinitiation; eIF3 is also involved in programmed stop codon readthrough","1","80","13","YBR079C","Interaction Data Present","Not A PMA1 Interactor"
"1107","RPT5","854284","YOR117W","ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1","1","80","13","YOR117W","Interaction Data Present","Not A PMA1 Interactor"
"1126","RVB1","851771","YDR190C","ATP-dependent DNA helicase, also known as pontin; member of the AAA+ and RuvB-like protein families; similar to Rvb2p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly","1","80","13","YDR190C","Interaction Data Present","Not A PMA1 Interactor"
"1130","SAC6","851707","YDR129C","Fimbrin, actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103, to regulate conformation, and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant","1","80","13","YDR129C","Interaction Data Present","Not A PMA1 Interactor"
"1155","SEC17","852230","YBL050W","Alpha-SNAP cochaperone; SNARE-complex adaptor for Sec18 (NSF) during the disassembly of postfusion cis-SNARE complexes; stimulates the ATPase activity of Sec18p; peripheral membrane protein required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, and autophagy; similar to mammalian alpha-SNAP","1","80","13","YBL050W","No Interaction Data","Not A PMA1 Interactor"
"1157","SEC18","852372","YBR080C","AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, autophagy, and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor (NSF)","1","80","13","YBR080C","Interaction Data Present","Not A PMA1 Interactor"
"1179","SEC23","856311","YPR181C","GTPase-activating protein, stimulates the GTPase activity of Sar1p; component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat, involved in ER to Golgi transport; substrate of Ubp3/Bre5 complex; ubiquitylated by Ub-ligase Rsp5p; proteasome-mediated degradation of Sec23p is regulated by Cdc48p","1","80","13","YPR181C","Interaction Data Present","Not A PMA1 Interactor"
